0.9999999955319033,1.1573513962455157e-09,4.1391376536846527e-10,2.4137605298575896e-10,1.77979054154953e-10,1.4585500301692636e-10,1.2647465407413416e-10,1.1332442766167204e-10,1.038455763703653e-10,9.663426818579734e-11,8.893255269712485e-11,8.619723964653365e-11,8.241260732763396e-11,7.920615561828007e-11,7.642682271575755e-11,7.397171523667975e-11,7.179487578676598e-11,6.987660550943346e-11,6.812135098488644e-11,6.652284391533671e-11,6.505576479460118e-11,6.370234784895179e-11,6.244587489663932e-11,6.127913009473826e-11,6.019042236221525e-11,5.917178309628857e-11,5.822589863763379e-11,5.734160503085619e-11,5.651358706327155e-11,5.571865889499556e-11,5.49646806391819e-11,5.423714807375257e-11,5.353763637644862e-11,5.286933027500565e-11,5.222542376409671e-11,5.16061340177254e-11,5.1010872360409824e-11,5.043405918181198e-11,4.9868269746012184e-11,4.931324174892924e-11
1.7477897119222786e-09,0.9999999890554486,2.5206669493228555e-09,7.643231535747117e-10,4.751758067084892e-10,3.6122543726452277e-10,3.0067536193335725e-10,2.6245917029024456e-10,2.3633211813126596e-10,2.1717282555381767e-10,1.9531563090135318e-10,1.9042355339123984e-10,1.810686309647526e-10,1.7326385615122395e-10,1.6655804314215247e-10,1.606607618168763e-10,1.5546615987317345e-10,1.5094023813142578e-10,1.467953865234146e-10,1.4303316035007892e-10,1.39588625001416e-10,1.3641808713766275e-10,1.3347928347418262e-10,1.3075781602643326e-10,1.2822424442036062e-10,1.2585958668538893e-10,1.2367606807876234e-10,1.2164308389824694e-10,1.1974757014747054e-10,1.1792317574768925e-10,1.161955300146963e-10,1.1452435000544776e-10,1.1291628108897126e-10,1.113822181560808e-10,1.0990382965539215e-10,1.0848294708195285e-10,1.0711884697333144e-10,1.057964907849781e-10,1.0449585040832032e-10,1.0321718455044556e-10
-4.155057713307256e-12,-2.718610235267285e-12,-2.5489919268619972e-12,-2.8639382537609643e-12,-3.1702065375649374e-12,-3.4227173150869026e-12,-3.629268943479396e-12,-3.805816324371573e-12,-3.955835383062272e-12,-4.0864739199778584e-12,0.9999998904163511,7.587023925174654e-08,7.182780819518691e-09,3.7527872569321265e-09,2.606363571057848e-09,2.0221981125011944e-09,1.6681085188127427e-09,1.4357572547624057e-09,1.262556700620659e-09,1.1308447953108127e-09,1.0268645959069744e-09,9.42593088092262e-10,8.726378622566499e-10,8.139576351044289e-10,7.639102236218125e-10,7.207469032888103e-10,6.83768760035974e-10,6.515295441618079e-10,6.232248918200189e-10,5.972316717670501e-10,5.737876704487487e-10,5.520227110407232e-10,5.319191588002569e-10,5.13516241317094e-10,4.964262143377792e-10,4.805847662949632e-10,4.658971534525478e-10,4.5209603766850687e-10,4.388932520089304e-10,4.2626551074586987e-10
2.584753958878114e-10,1.5625423775299931e-09,0.9999999652355087,9.933150350911352e-09,3.13984774900535e-09,1.9124649471612127e-09,1.4243186525930186e-09,1.155048367273395e-09,9.89374110866147e-10,8.757376043329278e-10,7.103990088896436e-10,7.258287018760726e-10,6.775576239992943e-10,6.383315812584988e-10,6.048012810432e-10,5.751503216695545e-10,5.492527091718625e-10,5.272923781101848e-10,5.069214639105843e-10,4.885044898364761e-10,4.716897028332023e-10,4.5626675299192056e-10,4.4200761564151396e-10,4.288910490000996e-10,4.1675590607553536e-10,4.0551082062310235e-10,3.9528942794290463e-10,3.8588261846803773e-10,3.7721949292728907e-10,3.688333042515562e-10,3.609329555057761e-10,3.5325784986610434e-10,3.4587530870911677e-10,3.388759469122435e-10,3.3214677108124766e-10,3.2570997408578804e-10,3.195674015541823e-10,3.1362628478945594e-10,3.077700718555925e-10,3.0200880604019676e-10
1.7628133171363488e-10,7.943457538258358e-10,7.902987459259428e-09,0.9999998658992354,6.005714440353728e-08,1.3584195859435763e-08,7.383986471167417e-09,4.93393897633717e-09,3.751678557069784e-09,3.049095417378699e-09,1.909167373649593e-09,2.2283938122892685e-09,1.9999856822853847e-09,1.8261988626600417e-09,1.6806529966534734e-09,1.5528820948527073e-09,1.4440976089087617e-09,1.3562212494150707e-09,1.2746936328384026e-09,1.2024877078264557e-09,1.1378378042443975e-09,1.0797199596569201e-09,1.0269786052915355e-09,9.795247997594826e-10,9.365072025119333e-10,8.97445294761093e-10,8.628679603851746e-10,8.317374325585091e-10,8.036680162467198e-10,7.766514410874005e-10,7.515911861930259e-10,7.274203090783743e-10,7.044310832822251e-10,6.829670562032467e-10,6.625774294281208e-10,6.433348583382896e-10,6.252287777522509e-10,6.079120484993433e-10,5.909840998085105e-10,5.744881697686644e-10
1.6229069120033237e-10,6.90601813003395e-10,4.826949955018669e-09,7.661079432076859e-08,0.9999997878726342,4.80838054054729e-08,1.7204067876793163e-08,9.515501823309522e-09,6.578680312214157e-09,5.02626070671302e-09,2.622232326580964e-09,3.374077937260706e-09,2.9572452931695516e-09,2.6532990380666773e-09,2.402702942887501e-09,2.184418823304022e-09,2.001789858442444e-09,1.8580829518698562e-09,1.7255266873019272e-09,1.6097792252283349e-09,1.5075328128267243e-09,1.4168191270767376e-09,1.3354877042666644e-09,1.2632398005837151e-09,1.1985041501124604e-09,1.140372859058778e-09,1.0895581423326573e-09,1.0442906869592207e-09,1.0038748702268828e-09,9.65158665755269e-10,9.29521096111374e-10,8.953195929787938e-10,8.629906139865536e-10,8.330246681616779e-10,8.04730812765659e-10,7.781980982875635e-10,7.533913503989772e-10,7.297941353742992e-10,7.068312875103084e-10,6.845626779786674e-10
1.4473423659684945e-10,5.6890337926306e-10,2.737698311741273e-09,1.1237543343395244e-08,6.57696095529907e-08,0.9999993740250225,3.982308613251003e-07,4.3286978103958354e-08,2.0824023251516493e-08,1.314943892581246e-08,4.1438896880875985e-09,7.003998357928097e-09,5.808938312422156e-09,5.008828955324416e-09,4.3775554274345296e-09,3.838254482330357e-09,3.405555563768474e-09,3.083926734610459e-09,2.7919937189865387e-09,2.5451861916004085e-09,2.3336832717417103e-09,2.1513500243456605e-09,1.9920642613212165e-09,1.8542345229581945e-09,1.7336095554237464e-09,1.627653962019231e-09,1.53719329860363e-09,1.4581818388155487e-09,1.3888977716121668e-09,1.3231594510956965e-09,1.2634947668038464e-09,1.2067885447350284e-09,1.1537992148190054e-09,1.1053148694843641e-09,1.0600339063857455e-09,1.0180457475608182e-09,9.792217681147134e-10,9.42638943639627e-10,9.073276837044052e-10,8.733744523885429e-10
1.4079294168241397e-10,5.429585254147196e-10,2.426436321663723e-09,8.626855166477857e-09,3.4402807863809085e-08,4.6854513131012445e-07,0.9999992785153797,7.845398554931592e-08,3.0693354819202816e-08,1.779994195736692e-08,4.596174334677046e-09,8.637961659568759e-09,7.031982259567732e-09,5.98299471149601e-09,5.167903789363727e-09,4.47598298802807e-09,3.928837966057921e-09,3.529658828775397e-09,3.169429157994092e-09,2.8681360087650543e-09,2.6124872050503408e-09,2.3941146603499902e-09,2.2049058662856245e-09,2.0425026181965995e-09,1.9013878911377593e-09,1.7782500906084357e-09,1.6738372673947433e-09,1.5831545079365042e-09,1.5040448922705103e-09,1.429191847216724e-09,1.3615219942992297e-09,1.2973877349443931e-09,1.2376504355315878e-09,1.1831875123341138e-09,1.1324770002824213e-09,1.0855987254157007e-09,1.0423834406677913e-09,1.0017670578315686e-09,9.626497223740112e-10,9.251231265647457e-10
1.2784607619723872e-10,4.6248787154671426e-10,1.6686882225424489e-09,4.305519845370867e-09,1.0111869916493913e-08,2.6253858399008766e-08,1.3621628472475983e-07,0.9999983437445039,1.214417161191377e-06,1.1931283983380912e-07,6.363760754458912e-09,2.3063012163110398e-08,1.6718684630890882e-08,1.3161184940666744e-08,1.0652326874186855e-08,8.593343610881791e-09,7.107603344608737e-09,6.127390350647141e-09,5.273710582933194e-09,4.600222600303123e-09,4.05775201321418e-09,3.6153979994117583e-09,3.2472699858801735e-09,2.943140272216011e-09,2.687517418755151e-09,2.4710460657995915e-09,2.2929090155316633e-09,2.1419364361278435e-09,2.0130673264252094e-09,1.892616658759231e-09,1.7855192510864693e-09,1.6852262751867902e-09,1.5930685631959334e-09,1.5102777055318867e-09,1.434144905356649e-09,1.3646391849429613e-09,1.301334406418535e-09,1.2424455623639662e-09,1.186234031574971e-09,1.1328013306144823e-09
1.259952403270244e-10,4.5162439463141315e-10,1.58532027377539e-09,3.9520391893002696e-09,8.882521614336336e-09,2.1393673005926658e-08,8.264423795939021e-08,1.3709059963188865e-06,0.9999981400486958,2.0972920577611645e-07,6.601115990605427e-09,2.78877693907338e-08,1.9663915874091348e-08,1.5219938276483548e-08,1.2144673630009572e-08,9.638285653948804e-09,7.8692139835505e-09,6.726564301686933e-09,5.7393170185373924e-09,4.9699300877735195e-09,4.35669722982709e-09,3.861166290919248e-09,3.4519581888127114e-09,3.116286630309022e-09,2.835861597387664e-09,2.599660431706335e-09,2.4063003915979063e-09,2.243113314501916e-09,2.104329516708718e-09,1.9748833259197003e-09,1.8601071269663545e-09,1.7528405366396371e-09,1.6544981277119969e-09,1.5663656104031783e-09,1.4854865958594868e-09,1.4117980174605385e-09,1.3448145107732839e-09,1.2826069198421989e-09,1.2233127725440803e-09,1.1670330703209917e-09
