0.9999996740910745,8.092872763101232e-08,3.194135635247581e-08,2.0842370338664287e-08,1.5815607979275306e-08,1.3179883746663522e-08,1.1589697699945169e-08,1.0485552661149363e-08,9.654832003328673e-09,9.004669118327478e-09,8.483855757472106e-09,8.06374482277081e-09,7.712372808919642e-09,7.404773333532044e-09,7.134983515959659e-09,6.89690657248768e-09,6.686407945125717e-09,6.499114077687111e-09,6.331199503196034e-09,6.1801773310394066e-09,6.041921275643706e-09,5.916438069705269e-09,5.801963562718911e-09,5.688658047523527e-09,5.581879582403869e-09,5.4805781528899796e-09,5.3798515990926175e-09,5.281594299154801e-09,5.183270315410284e-09
6.957611658768768e-08,0.999997881487346,1.02258099431917e-06,2.0346946240792822e-07,1.0143097745188935e-07,7.126310869671341e-08,5.756955042339672e-08,4.917074837028245e-08,4.327337276167667e-08,3.8912726693822095e-08,3.560893765998064e-08,3.309666900280895e-08,3.1071764384624294e-08,2.9314090549253478e-08,2.779910357381372e-08,2.6488780424284222e-08,2.535731154833844e-08,2.437313403175448e-08,2.350872907626837e-08,2.2747313956114627e-08,2.2058360016209392e-08,2.144477431814588e-08,2.089483495579107e-08,2.0334836051943608e-08,1.9809477922759488e-08,1.9312687135147384e-08,1.8810688143836596e-08,1.8319622630230937e-08,1.7823665963369717e-08
4.798424558289293e-08,1.3495857943245905e-06,0.9999969241638454,5.015374970236607e-07,1.74678516864483e-07,1.1177228636202647e-07,8.683788210294358e-08,7.226704617594313e-08,6.229884392715295e-08,5.5091996567692407e-08,4.975121906978317e-08,4.577965428836589e-08,4.262234245465938e-08,3.9892705085339986e-08,3.755751608559768e-08,3.555473977298708e-08,3.384139182761571e-08,3.236398522617307e-08,3.107647196755484e-08,2.995098857981922e-08,2.8937467749001585e-08,2.8040805599447295e-08,2.7242142148781862e-08,2.6423346139628268e-08,2.5657342547076633e-08,2.493481833954906e-08,2.420309828884021e-08,2.3488412443499867e-08,2.276681028687547e-08
1.6768093834764127e-08,6.538589722774229e-08,2.3588462825404757e-07,1.927254033233979e-06,0.5584705017116127,0.4414410874967763,7.605110005024883e-05,4.1892870264623445e-06,1.504629482544372e-06,8.21182193006348e-07,5.542905524515205e-07,4.2647981061664273e-07,3.4689680509735815e-07,2.8559485199852243e-07,2.407559201682114e-07,2.0763264402549765e-07,1.829828908587864e-07,1.6411873965433615e-07,1.4924283898216438e-07,1.3735900547193107e-07,1.2729052849887642e-07,1.1901653280399382e-07,1.1209363929457644e-07,1.0480281505461751e-07,9.828600480020174e-08,9.238966190293335e-08,8.650431407795957e-08,8.098001660213015e-08,7.559642499534623e-08
2.0491951774476658e-08,9.247518237425902e-08,4.5421693980181755e-07,0.9999918245396733,3.097900325727451e-06,9.722037732174647e-07,6.268066945631313e-07,4.419139495837861e-07,3.2621171384858696e-07,2.5360877525031873e-07,2.076934485377729e-07,1.7836667854397e-07,1.5702650365730182e-07,1.390744424874056e-07,1.2453855988114663e-07,1.1281183603434723e-07,1.033949434828976e-07,9.572135084005567e-08,8.93575072272033e-08,8.404631076777477e-08,7.940920012112382e-08,7.546145942004482e-08,7.206770668835478e-08,6.849920672619557e-08,6.523062508511078e-08,6.22099300508019e-08,5.9154754467600724e-08,5.622566519112115e-08,5.3310707444561195e-08
1.6889424305824802e-08,6.612684263650888e-08,2.397897162735278e-07,2.008392060787614e-06,0.44150181598943317,0.5584323826632983,5.361884351867736e-05,4.018533726443132e-06,1.474000506065435e-06,8.062088619865934e-07,5.45067215372509e-07,4.1975874536284694e-07,3.4186194470004814e-07,2.817443076656884e-07,2.3759862185238396e-07,2.0500281541690042e-07,1.8074835534627751e-07,1.6216855931470785e-07,1.4752330854965516e-07,1.3581942900925098e-07,1.259228385523463e-07,1.1776707311708006e-07,1.1095408654764049e-07,1.0378262836142959e-07,9.735725002094837e-08,9.15436429276987e-08,8.573926894529617e-08,8.028861238285763e-08,7.496571278182257e-08
1.6700903152563244e-08,6.481734263339023e-08,2.3033935023543123e-07,1.6846858310808458e-06,2.1049870101200015e-05,0.00011967638374200096,0.9998460920558118,4.994734360085416e-06,1.640673328776426e-06,8.662738190119888e-07,5.767645080082129e-07,4.408220707593039e-07,3.5718348361848086e-07,2.9296770224054945e-07,2.4610437316163204e-07,2.116936806040342e-07,1.86207576686157e-07,1.6675541864809423e-07,1.514675677340388e-07,1.3928027365391383e-07,1.2899283504691843e-07,1.2053011548197099e-07,1.1347217150494729e-07,1.0604065776125478e-07,9.939030220389481e-08,9.338006836916265e-08,8.738346865743062e-08,8.175877347597781e-08,7.627163909621237e-08
1.4695837141025142e-08,5.187275876390725e-08,1.509823552292435e-07,5.015416581346542e-07,1.1485851050045718e-06,2.412091169036003e-06,1.7243740603135517e-05,0.9999646755048323,6.273549269562929e-06,1.9575609440628214e-06,1.0835617913345025e-06,7.628352917301436e-07,5.845499345854791e-07,4.531512148619815e-07,3.635916096567729e-07,3.0181209264817263e-07,2.5838424243423446e-07,2.2655752968986902e-07,2.023348063954688e-07,1.8353826311398836e-07,1.6795648492853693e-07,1.5539193197505502e-07,1.450913993217353e-07,1.34178201075612e-07,1.2454187079558013e-07,1.1594273837417568e-07,1.0742168136686654e-07,9.95311959119193e-08,9.192458599633197e-08
9.908222380742132e-09,2.8531351877137886e-08,6.04407315556199e-08,1.142081315696259e-07,1.790013143204973e-07,2.7527567020817765e-07,4.684385122531618e-07,8.771904459703632e-07,1.7940878590490326e-06,3.7780520773871334e-06,8.13583518723391e-06,3.726721399581517e-05,0.9999279788020293,7.86557213855553e-06,3.14480408688859e-06,1.7575552776630582e-06,1.188881444651841e-06,8.908896350930147e-07,7.105468815513653e-07,5.928455362259247e-07,5.050887952885537e-07,4.4209645247252163e-07,3.9495993078542617e-07,3.431644631857722e-07,3.0112899223714227e-07,2.663754119964694e-07,2.335813636888248e-07,2.054588958849823e-07,1.80198019440162e-07
1.2698997821645088e-08,4.0996341528007125e-08,1.0236315088040412e-07,2.4656441136095316e-07,4.504682558037647e-07,8.097062292013302e-07,2.062452363015646e-06,1.3193595595807596e-05,0.9999620730668874,9.703201504763674e-06,3.2081903138015265e-06,1.9053083791520503e-06,1.2957265888596432e-06,8.845095146046607e-07,6.449303736991569e-07,4.998000801311758e-07,4.0748526090923705e-07,3.4456096927684846e-07,2.992303740931075e-07,2.655748093074331e-07,2.38484755533508e-07,2.172975766436505e-07,2.0038054605903086e-07,1.8230070018496336e-07,1.6667054663143984e-07,1.5300285077391584e-07,1.3962284274526455e-07,1.2748478316424722e-07,1.1599908655406033e-07
1.1203114545472896e-08,3.397882532016342e-08,7.731129766028643e-08,1.6113045124829938e-07,2.693247412992794e-07,4.445904609893848e-07,8.898915100633336e-07,2.330475862305271e-06,1.187761611853619e-05,0.9999160500834544,4.300540552087435e-05,1.0915942232767081e-05,5.101190849933389e-06,2.3304775893818864e-06,1.3605326345263663e-06,9.225505126537415e-07,6.920408830857966e-07,5.529630138709705e-07,4.609045543618048e-07,3.9678974223472115e-07,3.472770198385233e-07,3.1011712004135756e-07,2.814457479523107e-07,2.5059529508639187e-07,2.2469664705516319e-07,2.0265954335799127e-07,1.814754331210746e-07,1.6276753854418032e-07,1.4549578296217802e-07
1.0832716828266794e-08,3.236512062589437e-08,7.209471879313267e-08,1.458384088825859e-07,2.3921328236945923e-07,3.870125062221645e-07,7.373083199729508e-07,1.724293631185197e-06,5.887026568160079e-06,4.569202359957875e-05,0.999757655271731,0.0001661605795071126,1.0288634541491519e-05,3.342756435346048e-06,1.7566656861475875e-06,1.124311161016447e-06,8.163070817722487e-07,6.388632262896291e-07,5.248920099930188e-07,4.4723353985999265e-07,3.880781169520702e-07,3.442851275200322e-07,3.108674039957148e-07,2.7481988972116506e-07,2.448545712428831e-07,2.1958654724063702e-07,1.9544373644380152e-07,1.7430942743842123e-07,1.5495186597485028e-07
1.0653438165906519e-08,3.159632837599633e-08,6.965962780994957e-08,1.3890453928696397e-07,2.2566501839995195e-07,3.6115464351429393e-07,6.707958407347809e-07,1.4827854786125571e-06,4.312668258365557e-06,1.613459682441558e-05,0.00017772574441772025,0.9997692282930515,1.7466700654195675e-05,3.928307594542209e-06,1.97273900192352e-06,1.229972427924827e-06,8.801921086859996e-07,6.82611624911502e-07,5.573118101697302e-07,4.7272389044103295e-07,4.086428245586237e-07,3.614794956677999e-07,3.256681555383026e-07,2.8694960004502826e-07,2.5490405250792333e-07,2.279908398116132e-07,2.0234385665800456e-07,1.799832603801814e-07,1.5957632604300446e-07
