0.9999999157751142,4.569730010770933e-08,7.583577703785772e-09,4.222767029280083e-09,3.1088883923488067e-09,2.4779458529191705e-09,2.0301261082828464e-09,1.723264764558138e-09,1.5107509832623538e-09,1.3266983877889225e-09,1.1442809411762673e-09,1.0781170925650925e-09,9.959063705258361e-10,9.267191240706246e-10,8.691152427579037e-10,8.197387152919269e-10,7.773013763442009e-10,7.410221084981945e-10,7.095231626928164e-10,6.816318378771084e-10,6.565310769836301e-10,6.33903087927793e-10,6.136930529236547e-10,5.950963557949479e-10,5.771704941310191e-10,5.60376720539076e-10,5.44743625764165e-10,5.298965523110862e-10,5.156402992570136e-10,5.023720110620256e-10
6.948803257757679e-08,0.999999879768607,1.2318746682468553e-08,6.039781632728083e-09,4.24247481873001e-09,3.258271789622725e-09,2.5894024456428337e-09,2.1469434148742884e-09,1.8515946192862258e-09,1.6006318461421552e-09,1.3577991344439359e-09,1.2738194952249857e-09,1.1676199796688404e-09,1.0794748804648753e-09,1.0069717832239788e-09,9.453709305394076e-10,8.928642912486886e-10,8.483253420076783e-10,8.098990895183084e-10,7.760551083244575e-10,7.457212380320264e-10,7.184961297782812e-10,6.942893763991497e-10,6.720803045788151e-10,6.506891689435585e-10,6.306984935743978e-10,6.121465348915192e-10,5.945674873620593e-10,5.777190597712107e-10,5.620781092612378e-10
3.093876514682604e-09,2.30991177794892e-08,0.843036815598571,0.15696294960549917,1.1316914694817821e-07,3.008252399528514e-08,1.3702927586513363e-08,8.378773181464792e-09,6.086258654436848e-09,4.50633527781967e-09,3.2685826803933164e-09,2.989127523828975e-09,2.5945927677376027e-09,2.2948589400657504e-09,2.06561849386893e-09,1.8814542301734796e-09,1.7321176678925837e-09,1.611097811626106e-09,1.5105824698406832e-09,1.4247412735433593e-09,1.349736316290025e-09,1.2840049322735435e-09,1.226940435021189e-09,1.175518659229859e-09,1.1264768163127172e-09,1.0813402804407176e-09,1.0401049154007763e-09,1.0015199528003603e-09,9.64958204583928e-10,9.315374331127797e-10
3.1979893781749097e-09,2.4804205900658925e-08,0.15696309059045893,0.8430366781410197,1.0934147908535979e-07,2.957869161336108e-08,1.343739394966887e-08,8.213984484981229e-09,5.971094574517981e-09,4.428850090190269e-09,3.227870242292569e-09,2.9514285307312197e-09,2.5614170217562074e-09,2.2657409732048464e-09,2.0399166011799635e-09,1.8585468904746015e-09,1.7114908416473179e-09,1.5923001090896849e-09,1.4932658203999172e-09,1.4086836592550328e-09,1.3347449808825624e-09,1.2699470603822005e-09,1.2136810327988958e-09,1.1629589406953877e-09,1.1145503325046877e-09,1.0699821314771138e-09,1.0292681877604861e-09,9.911715814928751e-10,9.550683553877762e-10,9.2205412114459e-10
2.310442466164644e-09,1.0617038719528623e-08,4.1835116361022615e-08,2.9688764785430954e-07,0.9999994801408126,8.31303069752885e-08,2.253519899662891e-08,1.1750140742931995e-08,8.003671821200281e-09,5.6170271578701036e-09,3.895204770042512e-09,3.5487513948239725e-09,3.0340779556358575e-09,2.6533323619542652e-09,2.3676287204127463e-09,2.1411276074164117e-09,1.9595920793651335e-09,1.8140060061897644e-09,1.6940671153714297e-09,1.5923190749090824e-09,1.5038458050513528e-09,1.4267064808518574e-09,1.360074376046808e-09,1.300221071127841e-09,1.2431746298224466e-09,1.1908141923758958e-09,1.1431415122950835e-09,1.0986454472164952e-09,1.0565712663116613e-09,1.0182248244788054e-09
1.4212956474516868e-09,4.443769426783191e-09,1.0858240904334566e-08,2.82160211308718e-08,2.171715258879357e-07,0.9999995704932616,7.21484489804819e-08,2.4193236271985032e-08,1.4246952428537948e-08,8.796587740446366e-09,5.448904882519756e-09,4.968485962767504e-09,4.1307302803617404e-09,3.5332211977231877e-09,3.099676771789439e-09,2.7640705005195754e-09,2.500681056876102e-09,2.2934949920223894e-09,2.1253895433767203e-09,1.984426570396589e-09,1.862970587277678e-09,1.757997238932573e-09,1.6681716398758372e-09,1.5879573202626669e-09,1.511642183387344e-09,1.4419622911605655e-09,1.3788921959432216e-09,1.320279422205252e-09,1.2650686420481118e-09,1.215051017344171e-09
-6.180325048351975e-11,-5.969151334477034e-11,-5.888860116812641e-11,-5.846880855673027e-11,-5.821296932038463e-11,-5.8086647387303824e-11,-5.807077491628596e-11,-5.810642596550706e-11,-5.816102582816324e-11,-5.827679423691811e-11,0.9999996875550975,2.0648781641919585e-07,2.712035296273674e-08,1.4718867203226253e-08,1.0082974277736239e-08,7.662429599625313e-09,6.203030616076881e-09,5.2523560767689285e-09,4.5802858371353956e-09,4.072744762635129e-09,3.6709155544343442e-09,3.3472530383713483e-09,3.086872402439648e-09,2.865320481679829e-09,2.66275406105972e-09,2.485201161997256e-09,2.3304261173141597e-09,2.1912023704631476e-09,2.063922181773493e-09,1.9521167199769046e-09
8.443486795527849e-10,2.163657599113351e-09,4.366979991240867e-09,8.875108248511418e-09,2.3727019689183812e-08,1.760650576046353e-07,0.9999994614411861,1.7534413775449987e-07,5.373071450059279e-08,2.0515050534990455e-08,9.399539606541704e-09,8.794454043406086e-09,6.88962906878649e-09,5.634640411877361e-09,4.783408673614185e-09,4.153135728298197e-09,3.677334730553602e-09,3.3160288261405247e-09,3.0307162606859395e-09,2.796295157735943e-09,2.5973573970864348e-09,2.4279939447913637e-09,2.2853773571111102e-09,2.159270478006394e-09,2.039503342018984e-09,1.9311152364525195e-09,1.8340107261006682e-09,1.744442087947561e-09,1.660632524354652e-09,1.5855049323054576e-09
6.381164473069348e-10,1.531697924200186e-09,2.920317387134834e-09,5.416185086446044e-09,1.1764583880479432e-08,3.6072789523034094e-08,2.451310019083881e-07,0.9999985508894655,9.98116227260806e-07,4.642095840068936e-08,1.4054893860202528e-08,1.4004928930365235e-08,1.0344012620356992e-08,8.103828198987143e-09,6.6748605113262595e-09,5.657455835112493e-09,4.9149949820327054e-09,4.3680042311128034e-09,3.945672197709342e-09,3.6043288247301263e-09,3.3180818901184483e-09,3.077333530393083e-09,2.8772533508731586e-09,2.7016866249687654e-09,2.5350892935969847e-09,2.3854232230874732e-09,2.252483387267728e-09,2.1306226805351095e-09,2.017229578666295e-09,1.9164614042968383e-09
5.863220003394907e-10,1.3847855926509417e-09,2.601064330173079e-09,4.711676869562158e-09,9.700137449836887e-09,2.5807347828573498e-08,9.92839427031521e-08,1.1030405359779546e-06,0.9999985802829232,6.026168653115504e-08,1.57342765892463e-08,1.626578537408823e-08,1.1803708913937278e-08,9.12255739468788e-09,7.442644176549103e-09,6.259423394920384e-09,5.4045415906920225e-09,4.780612783227976e-09,4.302170156853564e-09,3.9173481862913935e-09,3.5957035941435677e-09,3.3261597733243736e-09,3.1030825032498677e-09,2.907775683187791e-09,2.7223978824494022e-09,2.556238852341838e-09,2.409058126886446e-09,2.2744067549400914e-09,2.14933107399813e-09,2.0385060474622874e-09
