0.9999999796617656,6.4129753835714855e-09,2.681687610376765e-09,1.6698549166528426e-09,1.2293361717829548e-09,9.919005894956955e-10,8.369423511663519e-10,7.299577012697325e-10,6.551718279790187e-10,5.996799249898298e-10,5.505703025098486e-10,5.197747255352902e-10,4.929050621944434e-10,4.694744249933353e-10,4.4946287848231923e-10,4.3191664290102024e-10,4.160106260691561e-10,4.0084195331487723e-10,3.8651748507453134e-10,3.7293941181992754e-10
9.336544012813448e-09,0.9999999043077309,5.212780894385809e-08,8.726208457419234e-09,4.6213451529320174e-09,3.163486684502393e-09,2.3908027214617904e-09,1.9362426302539203e-09,1.656412753964586e-09,1.465930918460961e-09,1.303669265116082e-09,1.2136159767734485e-09,1.1354946709811813e-09,1.0685393093214864e-09,1.0127256562111542e-09,9.645734701723227e-10,9.213653696880157e-10,8.799861653757459e-10,8.410673039170362e-10,8.044438342514848e-10
4.063891339395855e-09,6.82856948221494e-08,0.9999998700554801,2.050271061476417e-08,8.140471422841759e-09,4.994038460143327e-09,3.5293554399811517e-09,2.741692589123307e-09,2.2871766815205747e-09,1.9899357934555717e-09,1.7412078314310807e-09,1.6108101009719107e-09,1.4975226970388866e-09,1.4009655471008008e-09,1.3212581605186411e-09,1.2529088481843723e-09,1.1917900741412638e-09,1.133092808944876e-09,1.0779719714639962e-09,1.0262862963013577e-09
1.2991636972415121e-09,4.754185295841458e-09,2.9732260729514066e-08,0.9999996579147867,2.1032349595229274e-07,3.254312427789126e-08,1.392348894093028e-08,8.546178345343157e-09,6.335501765580166e-09,5.125991044833291e-09,4.155503784096928e-09,3.7685992705393315e-09,3.423630649518238e-09,3.1317510387746264e-09,2.898793328185632e-09,2.702951635524416e-09,2.5289293900877836e-09,2.3596691520516703e-09,2.201687507652358e-09,2.0558262092293495e-09
1.0922054207741556e-09,3.6875273478880482e-09,1.6539005108451728e-08,2.481916862496891e-07,0.9999995742839591,7.209266420299683e-08,2.1612190488689054e-08,1.1785169563950224e-08,8.321512177710043e-09,6.553692325830414e-09,5.171923626730829e-09,4.667306482893254e-09,4.210056531153234e-09,3.823615849627481e-09,3.518065408325518e-09,3.2624427490074683e-09,3.03590214393748e-09,2.8146943975201825e-09,2.608850997725129e-09,2.419996824786134e-09
7.13712756144487e-10,2.0747537630611575e-09,5.971087616546975e-09,1.7599188037214023e-08,1.0776380895774307e-07,0.9999996181504749,1.1062520697479112e-07,3.529375668888262e-08,2.062128423991662e-08,1.4688052679161485e-08,1.033218341645065e-08,9.26626293271359e-09,8.172959561767717e-09,7.234484775825418e-09,6.514163950420657e-09,5.918964618796192e-09,5.395439972533007e-09,4.874780273960428e-09,4.397055866166063e-09,3.971659111646725e-09
-9.46553010120516e-11,-9.020958731826304e-11,-8.828405895168882e-11,-8.737507448923518e-11,-8.69723759417479e-11,-8.678514901807065e-11,-8.675236827567359e-11,-8.679734250133442e-11,-8.685284461138777e-11,-8.691392127029297e-11,0.9999992619415433,4.6684146787039855e-07,1.0164564417048187e-07,5.288112435668752e-08,3.4844489934121306e-08,2.5624243731450338e-08,1.9738488636888928e-08,1.52002796395562e-08,1.1951888865261474e-08,9.631603590835473e-09
4.869633287135745e-10,1.3150473119808266e-09,3.1474769616824164e-09,7.018260706090094e-09,1.7811663351732075e-08,7.60278634746787e-08,0.9999950088405198,4.3532103156554675e-06,2.2284439181818406e-07,9.480701842351226e-08,3.784038088128868e-08,3.608645608198367e-08,3.006815312944814e-08,2.4712307801068336e-08,2.0834309763122392e-08,1.7697075409061298e-08,1.5078553635950314e-08,1.2517476875788513e-08,1.0370919264053877e-08,8.67939669528897e-09
4.77003948295031e-10,1.2845295391190652e-09,3.050173032546992e-09,6.731361571750277e-09,1.6676233019910854e-08,6.60517716654538e-08,4.557407028764697e-06,0.9999946261724775,3.6259915486750963e-07,1.201117684428683e-07,4.272731225240197e-08,4.1566164510215155e-08,3.401479064314551e-08,2.765409844172376e-08,2.3124616404030888e-08,1.9471243906658793e-08,1.6458451166568737e-08,1.3517225580133104e-08,1.1085579807649191e-08,9.200086491396685e-09
4.279814639388058e-10,1.136244870896565e-09,2.5883890174626485e-09,5.404943188815399e-09,1.184920127028535e-08,3.3256348430714866e-08,1.0271665183083102e-07,6.328413314362992e-07,0.9999976606121533,1.0522067841101163e-06,8.504181876023923e-08,1.2150753796997353e-07,7.731173132579914e-08,5.641062771245768e-08,4.40809284857408e-08,3.462937037150055e-08,2.7672413508495786e-08,2.09748799966164e-08,1.6026868196119692e-08,1.260881279034342e-08
