0.9999998574871182,5.07020870784511e-08,1.4364271713345255e-08,9.40826916129666e-09,7.383496402856573e-09,6.2469841998063954e-09,5.516562993369401e-09,5.012429248783864e-09,4.640253784845522e-09,4.346190105629393e-09,4.109708836765191e-09,3.903557682907862e-09,3.728260528586493e-09,3.578747181226516e-09,3.448739745299096e-09,3.335794729338645e-09,3.2352281984730987e-09,3.1452589945904882e-09,3.0511289340450803e-09,2.959970618488889e-09
1.6499350996523185e-08,0.9999936626099156,4.334807191792384e-06,6.708350410712112e-07,3.125784428335429e-07,1.8172083616217272e-07,1.2737707469476927e-07,1.0101108653555045e-07,8.500251334681607e-08,7.311127722144652e-08,6.482379451672582e-08,5.681540808684999e-08,5.0601450776846456e-08,4.583733754528761e-08,4.2020427658075734e-08,3.8999545320609e-08,3.645487278717453e-08,3.4302736720193636e-08,3.1727832489755546e-08,2.9284331769933278e-08
1.6008953431146394e-08,5.3648217317854325e-06,0.9999916087765759,1.368322758585405e-06,4.6537897772042344e-07,2.355030462633844e-07,1.557061192488194e-07,1.201824991102572e-07,9.94328119255721e-08,8.432893619765492e-08,7.400544404442227e-08,6.410088878110414e-08,5.655007876346378e-08,5.084910193246853e-08,4.633525952220128e-08,4.28010483680462e-08,3.9846660774860006e-08,3.736487620724069e-08,3.439464542009837e-08,3.159530318185002e-08
1.4305284332143288e-08,3.698530294119567e-07,2.776114328018652e-06,0.9999921700083705,2.709306039266099e-06,5.407674406686797e-07,2.844046880178335e-07,2.0139986379193303e-07,1.5804448606760104e-07,1.2824388082103106e-07,1.0901541156395791e-07,9.083966000864736e-08,7.774183888424431e-08,6.83153117237768e-08,6.111311267359515e-08,5.5653014981366615e-08,5.1190706178403956e-08,4.751688161301513e-08,4.3102660516408085e-08,3.9026535182727576e-08
1.2786481610496842e-08,1.6781948732232668e-07,5.11210163596026e-07,4.212353406774641e-06,0.9999915651838915,1.385664014263283e-06,5.171438237109186e-07,3.35024613209934e-07,2.487072823588188e-07,1.921730399860927e-07,1.5781327137064858e-07,1.257297394807609e-07,1.0405484246536453e-07,8.924022728734497e-08,7.833234917089122e-08,7.03294820734964e-08,6.393026095158533e-08,5.875958594286942e-08,5.2516840429371696e-08,4.686960984843334e-08
1.002416921532756e-08,6.500586758199254e-08,1.4386950313447794e-07,3.5565688977102666e-07,1.677539255754389e-06,0.9999676709748244,2.1320207776401084e-05,4.448584808883097e-06,1.551802695543876e-06,8.161701548433624e-07,5.349662494148612e-07,3.331128176651264e-07,2.3667313042710738e-07,1.8360739854525956e-07,1.4995724090323736e-07,1.281192189325656e-07,1.1191922958072813e-07,9.960288479376615e-08,8.476755856335887e-08,7.229469386972299e-08
9.672659914639208e-09,5.8658683087300686e-08,1.262703670283288e-07,2.9529333403090756e-07,1.0849019864802634e-06,1.6254110159637194e-05,0.9994546900597386,0.000519597602351776,4.271597446293104e-06,1.293849103507618e-06,7.112688027942326e-07,4.058533703711055e-07,2.763269782255703e-07,2.0900641498723888e-07,1.6784779729949151e-07,1.4187705240986585e-07,1.229121252631508e-07,1.086644650576922e-07,9.155938569452038e-08,7.73962606020957e-08
9.636479858272667e-09,5.7949302465905386e-08,1.2445504031932605e-07,2.887407107880132e-07,1.0234386781737175e-06,1.1520036664481973e-05,0.0005185198392967817,0.9994599574430812,4.802737356000235e-06,1.343375052173169e-06,7.263419386137776e-07,4.126288706182687e-07,2.8016588080064517e-07,2.1148166860081987e-07,1.6959182103884735e-07,1.4321943543174465e-07,1.2398520092984335e-07,1.0954777882455378e-07,9.22167737748372e-08,7.788728411133393e-08
8.762219328876842e-09,4.505670106032452e-08,8.991802093963606e-08,1.830412265802635e-07,4.2113913227024655e-07,1.0298855198659812e-06,2.5329761619798273e-06,1.1641753208691934e-05,0.9999740471745293,6.341458014244412e-06,1.4265926613860535e-06,6.517079472829899e-07,4.000684233087941e-07,2.846188669693695e-07,2.1972056696635128e-07,1.8114078911466772e-07,1.5395285061469884e-07,1.341340183554182e-07,1.1019155328971775e-07,9.108890627541303e-08
7.811998126773898e-09,3.459233760985112e-08,6.450038743141088e-08,1.1886237302151082e-07,2.226075396525298e-07,4.0486496613043937e-07,7.100393681764938e-07,1.7326969459473087e-06,1.038303425891317e-05,0.9999688324215553,1.4186573848020105e-05,1.1315729271500498e-06,6.107238232242503e-07,4.0376294912125204e-07,2.9749810839362106e-07,2.388421136812672e-07,1.987924920373289e-07,1.7025514107825795e-07,1.3549722618005695e-07,1.089919350668701e-07
7.1405787374178175e-09,2.8812679270604526e-08,5.1716075308908964e-08,9.05520786203568e-08,1.5680711749758933e-07,2.5925805405727953e-07,4.123178940515732e-07,8.01421214087455e-07,2.670614440128557e-06,1.7858998919324157e-05,0.9999728665189199,1.901463218050327e-06,8.947625408678351e-07,5.510869704075797e-07,3.8911274702159657e-07,3.0487706370526573e-07,2.490033470416104e-07,2.10194954305915e-07,1.619996683477009e-07,1.2689043329617124e-07
