0.9999999272139541,2.9398122385027454e-08,1.2328848541605878e-08,6.847764773897901e-09,4.543462619393804e-09,3.49847331492793e-09,2.9120064256908565e-09,2.5285340611221574e-09,2.2332203899868914e-09,2.0212006146557944e-09,1.6837237089567232e-09,1.6321766325979486e-09,1.5712110934593714e-09,1.492995859771728e-09
3.7327906054703146e-08,0.999999487882865,3.9067679483540913e-07,2.8734906419003262e-08,1.2682303451953824e-08,8.515080750656729e-09,6.63864636724019e-09,5.538484874957822e-09,4.736490522391794e-09,4.199839659497367e-09,3.3161562191526142e-09,3.242333371558939e-09,3.1311813773010526e-09,2.962087418287769e-09
2.1374510610917508e-08,4.3714045851012176e-07,0.9999994369064734,3.995797631752432e-08,1.5448448814905306e-08,1.0049083863874152e-08,7.729004276950376e-09,6.395054798190666e-09,5.430440545707917e-09,4.7941769281275e-09,3.733139991369013e-09,3.6607533895340576e-09,3.539823687267451e-09,3.3453670681403606e-09
2.838104418883277e-09,9.53867312924859e-09,4.896476745454051e-08,0.9999993684427413,2.8552594236656927e-07,8.745699604999555e-08,5.373297429060569e-08,3.852255118978719e-08,2.8152427734579507e-08,2.2692596120522952e-08,1.2588384516618595e-08,1.3410896794915508e-08,1.3563088337532245e-08,1.245796322360446e-08
-3.0088944554046197e-10,-2.782072847829586e-10,-2.7004482892950353e-10,-2.720633888922737e-10,-2.7800021250163176e-10,-2.8324129447943784e-10,-2.875868247242357e-10,-2.9133556139251955e-10,-2.952564489761741e-10,-2.9851686182020514e-10,0.999978955498393,2.0660540721617403e-05,3.073622936138148e-07,7.798761437364708e-08
-1.9288380167071636e-15,6.861713594302104e-11,1.0495689994962171e-10,1.0420957187612016e-10,8.888134052261615e-11,7.499333008615948e-11,6.345386356320885e-11,5.3437729378066886e-11,4.287025050284204e-11,3.411940325884074e-11,2.0759860433438165e-05,0.9999788188551855,3.3582466396476844e-07,8.329322332565839e-08
1.990525221121198e-09,6.344313448148676e-09,2.312583007176369e-08,1.8214054604949289e-07,0.9999815901333032,1.6843348500859696e-05,8.445869106210234e-07,2.284539028462229e-07,1.057128687242159e-07,6.755289767693882e-08,2.2095227020049925e-08,2.6461139187558624e-08,2.8938019315665e-08,2.55573253753006e-08
1.5282286405938858e-09,4.6989177656185884e-09,1.3871821582696327e-08,4.288233411034811e-08,9.878844345174701e-08,2.541304675680545e-07,1.2926477982318226e-06,0.9999969645398806,9.403885603264385e-07,2.0274147793862218e-07,3.086636272184484e-08,4.372744790812962e-08,5.6499379950636664e-08,4.725393715022492e-08
1.2195061137504976e-09,3.6970504932634555e-09,9.67934172391814e-09,2.3015999912617476e-08,4.1743157565589124e-08,7.695755110848616e-08,1.9200833361039518e-07,1.2377727924919106e-06,0.9999952997845413,2.7919974486430502e-06,3.714967342863789e-08,6.45462271678441e-08,1.209675290066779e-07,9.090875107218008e-08
1.0374143196518821e-09,3.15080599351067e-09,7.791876913722827e-09,1.682387580019533e-08,2.8748216838998287e-08,4.920049285636543e-08,1.0074890690744334e-07,3.1376920595524586e-07,3.0167547833159853e-06,0.9999957777132477,4.151590442361356e-08,8.870897079439745e-08,3.308980005706495e-07,2.0911326955183172e-07
7.546798381812099e-10,2.339314579442696e-09,5.318688903975094e-09,1.0029156827038726e-08,1.5439970181450017e-08,2.3230464191136584e-08,3.731625038359292e-08,6.731099147284726e-08,1.4368613379969292e-07,5.207164825752089e-07,3.853975641864575e-08,1.066522013710579e-07,0.30010245635507155,0.24368609379078895
2.0868286717707356e-09,6.643615245018394e-09,2.4143913668545238e-08,1.768267710164836e-07,1.7623584251129705e-05,0.9999802338266818,1.3777338622974326e-06,2.6561961374292613e-07,1.1328389055873597e-07,6.93966000668462e-08,2.213656703830245e-08,2.6631842309468188e-08,2.922887318751586e-08,2.566928009614544e-08
1.8924228320267997e-09,5.943666098390537e-09,1.9779561062523153e-08,9.074203894355579e-08,2.624988343318866e-07,2.3785418605296785e-06,0.9999960348770502,7.768848295832831e-07,1.9800849324772868e-07,1.0037806746944883e-07,2.5415460635397604e-08,3.2269769948018054e-08,3.7145480516189144e-08,3.193048444654004e-08
2.48082649344866e-10,9.572467444961344e-10,1.8208223611684165e-09,2.6548883512658175e-09,3.3134454791315907e-09,3.920972205146749e-09,4.503864545363374e-09,5.04004448872963e-09,5.432279008485155e-09,5.807651338571816e-09,5.1091101569289164e-09,5.772331200237009e-09,6.330572014637025e-09,6.616206746043905e-09
